title,author,state,district,ban_type,origin,date,year,month
"Be Strong, Be Wise: The Young Adult’s Guide to Sexual Assault Awareness and Personal Safety","Carpenter, Amy R.",Tennessee,Collierville Schools,Banned in Libraries and Classrooms,Administrator,2022-02-01,2022,2022-02
"Sticks & Scones (Check, Please! Series)","Ukazu, Ngozi",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
"Gabi, a Girl in Pieces","Quintero, Isabel",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Imitation Game: Alan Turing Decoded,"Ottaviani, Jim",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Rapture Practice: A True Story About Growing Up Gay in an Evangelical Family,"Hartzler, Aaron",Tennessee,Collierville Schools,Banned in Libraries and Classrooms,Administrator,2022-02-01,2022,2022-02
We Are Not Broken,"Johnson, George M.",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Synchro Boy,"McFerran, Shannon",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Burn Our Bodies Down,"Power, Rory",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Heart of Flames (Crown of Feathers Series),"Pau Preto, Nicki",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Kite Runner,"Hosseini, Khaled",Georgia,Cherokee County School District,Banned in Classrooms,Formal Challenge,2022-02-01,2022,2022-02
Bruised,"Boteju, Tanya",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Stay Gold,"McSmith, Tobly",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Channel Kindness: Stories of Kindness and Community,Born This Way Foundation Reporters,Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Bluest Eye,"Morrison, Toni",Florida,Lee County Schools,Banned in Libraries and Classrooms,Administrator,2022-02-01,2022,2022-02
Music from Another World,"Talley, Robin",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Say Her Name,"Elliott, Zetta",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Friend Scheme,"Dietrich, Cale",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
I Think I Love You,"Desombre, Auriane",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Afterward,"Johnston, E. K",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
All Boys Aren't Blue,"Johnson, George M.",Maryland,Wicomico County Public Schools,Banned in Libraries and Classrooms,Administrator,2022-02-01,2022,2022-02
It's Not Like It's a Secret,"Sugiura, Misa",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Bright World (The Hazards of Love Series),"Stanley, Stan",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
We Used to Be Friends,"Spalding, Amy",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Electric Heir (Feverwake Series),"Lee, Victoria",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Fifteen Hundred Miles from the Sun,"Villa, Jonny Garza",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
These Feathered Flames (These Feathered Flames Series),"Overy, Alexandra",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Extraordinaries (The Extraordinaries Series),"Klune, T. J.",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
What Drowns the Flowers in Your Mouth: A Memoir of Brotherhood,"González, Rigoberto",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",Missouri,Nixa Public Schools,Banned in Libraries,Formal Challenge,2022-02-01,2022,2022-02
This Is Kind of an Epic Love Story,"Callender, Kacen",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Heart of Thorns (Heart of Thorns Series),"Barton, Bree",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Each of Us a Desert,"Oshiro, Mark",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Another Kind of Cowboy,"Juby, Susan",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Brilliant Death (The Brilliant Death Series),"Capetta, Amy Rose",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Not So Pure and Simple,"Giles, Lamar",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Seeing Gender: An Illustrated Guide to Identity and Expression,"Gottlieb, Iris",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Green, John",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Looking for Alaska,"Green, John",Missouri,Nixa Public Schools,Banned in Libraries,Formal Challenge,2022-02-01,2022,2022-02
Highly Illogical Behavior,"Whaley, John Corey",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Love Is for Losers,"Brueggemann, Wibke",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Lobizona (Wolves of No World Series),"Garber, Romina",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Last Confession of Autumn Casterly,"Tate, Meredith",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Rise to the Sun,"Johnson, Leah",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
I Am Water,"Specksgoor, Meg",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Field Guide to the North American Teenager,"Philippe, Ben",Texas,Katy Independent School District,Banned in Libraries,Formal Challenge,2022-02-01,2022,2022-02
The Dark Tide,"Jasinska, Alicia",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Edie in Between,"Sibson, Laura",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
"She/He/They/Me: For the Sisters, Misters, and Binary Resisters","Ryle, Robyn",Tennessee,Collierville Schools,Banned in Libraries and Classrooms,Administrator,2022-02-01,2022,2022-02
"It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living","Savage, Dan",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Chicken Girl,"Smith, Heather",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
On the Other Side of Freedom: The Case for Hope,"Mckesson, DeRay",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
This Golden Flame,"Victoria, Emily",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Squad,"Tokuda-Hall, Maggie",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Grasshopper Jungle (Grasshopper Jungle Series),"Smith, Andrew",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Another Day (Every Day Series),"Levithan, David",North Carolina,Iredell-Statesville School District,Banned in Libraries,Administrator,2022-02-01,2022,2022-02
Indestructible Object,"McCoy, Mary",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Tears of Frost (Heart of Thorns Series),"Barton, Bree",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
A Curse of Roses,"Pinguicha, Diana",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Rising Out,"Azmitia, M.",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Flamer,"Curato, Mike",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
The Past and Other Things That Should Stay Buried,"Hutchinson, Shaun David",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
We Are the Ants,"Hutchinson, Shaun David",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
"This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work","Jewell, Tiffany",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
Where We Go From Here,"Rocha, Lucas",Tennessee,Collierville Schools,Banned Pending Investigation,Administrator,2022-02-01,2022,2022-02
"Be Gay, Do Comics: Queer History, Memoir, and Satire from The Nib","Bors, Matt",Tennessee,Collierville Schools,Banned in Libraries and Classrooms,Administrator,2022-02-01,2022,2022-02
"Good Girl, Bad Blood (A Good Girl's Guide to Murder Series)","Jackson, Holly",Texas,Katy Independent School District,Banned in Libraries,Administrator,2022-01-01,2022,2022-01
"Queer, There and Everywhere: 23 People Who Changed the World","Prager, Sarah",Texas,Granbury Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Chik Chak Shabbat,"Rockliff, Mara",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Molly of Denali: Berry Itchy Day,WGBH Kids,Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Yang the Third and Her Impossible Family (The Yang Family Series),"Namioka, Lensey",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Carter Reads the Newspaper,"Hopkinson, Deborah",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
It Began with a Page: How Gyo Fujikawa Drew the Way,"Maclear, Kyo",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Encounter,"Luby, Brittany",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Perfect Chemistry (Perfect Chemistry Series),"Elkeles, Simone",Georgia,Cherokee County School District,Banned in Libraries,Formal Challenge,2022-01-01,2022,2022-01
Flamer,"Curato, Mike",Texas,Katy Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Jack,"Homes, A. M.",Texas,Granbury Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Jack of Hearts (and other parts),"Rosen, L. C.",Washington,Kent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
The Handmaid's Tale,"Atwood, Margaret",Georgia,Forsyth County Schools,Banned in Libraries,Administrator,2022-01-01,2022,2022-01
Firestarter (Timekeeper Series),"Sim, Tara",Texas,Granbury Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Melissa (George),"Gino, Alex",Florida,Polk County Public Schools,Banned in Libraries,Administrator,2022-01-01,2022,2022-01
Afterworlds (Afterworlds Series),"Westerfeld, Scott",Texas,Granbury Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
All Boys Aren't Blue,"Johnson, George M.",Washington,Kent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
What They Always Tell Us,"Wilson, Martin",Texas,Granbury Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Melissa (George),"Gino, Alex",Texas,Katy Independent School District,Banned in Libraries,Administrator,2022-01-01,2022,2022-01
Stella Brings the Family,"Schiffer, Miriam B.",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
The Double Life of Pocahontas,"Fritz, Jean",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Sally and The Magical Sneeze,"Taylor, Simon",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
The Flag of Childhood: Poems From the Middle East,"Nye, Naomi Shihab",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
On Mother's Lap,"Scott, Ann Herbert",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Celebrating Different Beliefs,"Cavell-Clarke, Steffi",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Coolies,Yin,Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Everywhere Babies,"Meyers, Susan",Florida,St. Lucie Public Schools,Banned Pending Investigation,Formal Challenge,2022-01-01,2022,2022-01
"Dad, Jackie, and Me","Uhlberg, Myron",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Maus II: A Survivor's Tale: And Here My Troubles Began,"Spiegelman, Art",Texas,Katy Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
The Rough-Face Girl,"Martin, Rafe",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Early Sunday Morning,"Millner, Denene",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Running the Road to ABC,"Lauture, Denize",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
The Bluest Eye,"Morrison, Toni",Georgia,Forsyth County Schools,Banned in Libraries and Classrooms,Administrator,2022-01-01,2022,2022-01
Jack of Hearts (and other parts),"Rosen, L. C.",Texas,Clear Creek Independent School District,Banned in Libraries and Classrooms,Administrator,2022-01-01,2022,2022-01
Death Wind,"Bell, William",Texas,Granbury Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
A Case of Sense,"Daemicke, Songju Ma",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Target,"Johnson, Kathleen Jeffrie",Texas,Granbury Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Lawn Boy,"Evison, Jonathan",Texas,Prosper Independent School District,Banned in Libraries and Classrooms,Administrator,2022-01-01,2022,2022-01
Amina's Voice (Amina's Voice Series),"Kahn, Hena",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
My Name Is Sally Little Song,"Woods, Brenda",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Let's Talk About Love,"Kann, Claire",Texas,Granbury Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
Me and Earl and the Dying Girl,"Andrews, Jesse",Texas,Granbury Independent School District,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
My Mother's Sari,"Rao, Sandhya",Florida,Duval County Public Schools,Banned Pending Investigation,Administrator,2022-01-01,2022,2022-01
